pcd7,pcd8,pcds,dointr,doterm,usrtypind,east1m,north1m,gridind,oa21cd,cty25cd,ced25cd,lad25cd,wd25cd,nhser24cd,ctry25cd,rgn25cd,pcon24cd,ttwa15cd,itl25cd,npark16cd,lsoa21cd,msoa21cd,wz11cd,sicbl26cd,bua24cd,ruc21ind,oac11ind,lat,long,lep21cd1,lep21cd2,pfa23cd,imd20ind,icb26cd,ttwa_name
BT309BZ,BT30 9BZ,BT30 9BZ,199912,200111,1,342000,350000,5,N20003319,N99999999,N99999999,N09000010,N08001020,N99999999,N92000002,N99999999,N05000015,N12000002,N09000010,N99999999,N21000746,N99999999,N19001100,ZC040,N99999999,,1A1,54.37884,-5.81533,N99999999,N99999999,N23000001,629,N99999999,Belfast
EH309JH,EH30 9JH,EH30 9JH,198001,,0,313478,677825,1,S00141222,S99999999,S99999999,S12000036,S13002919,S99999999,S92000003,S99999999,S14000082,S22000059,S30000008,S99999999,S01015077,S02002793,S34003909,S03000042,,2,8B2,55.985562,-3.388355,S99999999,S99999999,S23000009,4427,S99999999,Edinburgh
BB128NY,BB12 8NY,BB12 8NY,198001,,0,379235,434592,1,E00126314,E10000017,E58000797,E07000117,E05005157,E40000014,E92000001,E12000002,E14001142,E30000182,E07000117,E65000001,E01024883,E02005179,E33008125,E38000050,E63007886,UN1,8A2,53.807216,-2.316802,E37000019,,E23000003,5102,E54000048,Burnley
CM0 7EF,CM0  7EF,CM0 7EF,199606,,0,596112,199516,1,E00111269,E10000012,E58000457,E07000074,E05004202,E40000013,E92000001,E12000006,E14001351,E30000188,E07000074,E65000001,E01021906,E02004560,E33026815,E38000106,E63011724,RLF1,5B3,51.660207,0.834067,E37000056,,E23000028,17740,E54000066,Chelmsford
LL777NF,LL77 7NF,LL77 7NF,198001,,0,245393,375842,1,W00000053,W99999999,W99999999,W06000001,W05001497,W99999999,W92000004,W99999999,W07000112,W22000022,W06000001,W31000001,W01000012,W02000006,W35000883,W11000023,W45000677,RLF1,6B4,53.257011,-4.319133,W99999999,W99999999,W15000001,1494,W99999999,Bangor and Holyhead
EH2 4JR,EH2  4JR,EH2 4JR,199012,200805,1,324891,673945,1,S00142966,S99999999,S99999999,S12000036,S13002929,S99999999,S92000003,S99999999,S14000079,S22000059,S30000008,S99999999,S01014926,S02002767,S34000268,S03000042,,1,2B1,55.952634,-3.204396,S99999999,S99999999,S23000009,4705,S99999999,Edinburgh
W11 3LX,W11  3LX,W11 3LX,198001,,0,524777,180509,1,E00014484,E13000001,E99999999,E09000020,E05009400,E40000003,E92000001,E12000007,E14001310,E30000234,E09000020,E65000001,E01002883,E02000582,E33034826,E38000256,E63012062,UN1,2D2,51.509743,-0.203362,E37000051,,E23000001,22472,E54000071,London
SW1V1HS,SW1V 1HS,SW1V 1HS,198001,,0,529032,178761,1,E00024053,E13000001,E99999999,E09000033,E05013802,E40000003,E92000001,E12000007,E14001172,E30000234,E09000033,E65000001,E01004751,E02000981,E33031220,E38000256,E63012036,UN1,2D3,51.493079,-0.142721,E37000051,,E23000001,24060,E54000071,London
DY8 4BZ,DY8  4BZ,DY8 4BZ,201607,,0,389405,286305,1,E00050147,E11000005,E99999999,E08000027,E05015905,E40000011,E92000001,E12000005,E14001524,E30000202,E08000027,E65000001,E01009920,E02002023,E33020738,E38000259,E63010004,UN1,6B2,52.474585,-2.157405,E37000001,,E23000014,23889,E54000062,Dudley
BT800HL,BT80 0HL,BT80 0HL,198412,,0,293448,378010,1,N20002959,N99999999,N99999999,N09000009,N08000911,N99999999,N92000002,N99999999,N05000010,N12000004,N09000009,N99999999,N21000662,N99999999,N19000845,ZC020,N99999999,,1A1,54.64159,-6.553363,N99999999,N99999999,N23000001,206,N99999999,Cookstown and Magherafelt
BT330FN,BT33 0FN,BT33 0FN,201807,,0,340396,336385,1,N20003340,N99999999,N99999999,N09000010,N08001021,N99999999,N92000002,N99999999,N05000015,N12000002,N09000010,N99999999,N21000750,N99999999,N19001085,ZC040,N99999999,,5B3,54.25706,-5.846393,N99999999,N99999999,N23000001,321,N99999999,Belfast
SE6 1EJ,SE6  1EJ,SE6 1EJ,198001,,0,538651,172592,1,E00016271,E13000001,E99999999,E09000023,E05013717,E40000003,E92000001,E12000007,E14001331,E30000234,E09000023,E65000001,E01003219,E02000677,E33035319,E38000244,E63012161,UN1,4C2,51.435368,-0.006667,E37000051,,E23000001,15835,E54000030,London
B73 9WL,B73  9WL,B73 9WL,201208,201807,1,411676,296771,1,E00047753,E11000005,E99999999,E08000025,E05011178,E40000011,E92000001,E12000005,E14001535,E30000169,E08000025,E65000001,E01009424,E02001830,E33019979,E38000258,E63009880,UN1,5B1,52.568657,-1.82916,E37000012,,E23000014,19994,E54000055,Birmingham
EH260NP,EH26 0NP,EH26 0NP,198001,,0,324691,661826,1,S00165384,S99999999,S99999999,S12000019,S13003021,S99999999,S92000003,S99999999,S14000045,S22000059,S30000006,S99999999,S01018131,S02003361,S34001926,S03000032,,2,6B3,55.84374,-3.204219,S99999999,S99999999,S23000009,5553,S99999999,Edinburgh
SA3 9DS,SA3  9DS,SA3 9DS,202604,,1,267010,196107,1,W00010420,W99999999,W99999999,W06000011,W05001040,W99999999,W92000004,W99999999,W07000103,W22000032,W06000011,W31000001,W01000741,W02000181,W35000290,W11000031,W45001113,UN1,8A1,51.647989,-3.923604,W99999999,W99999999,W15000003,355,W99999999,Swansea
BT621UT,BT62 1UT,BT62 1UT,198412,,0,295629,359893,1,N20000358,N99999999,N99999999,N09000002,N08000239,N99999999,N92000002,N99999999,N05000017,N12000005,N09000002,N99999999,N21000080,N99999999,N19000921,ZC030,N99999999,,1A1,54.478488,-6.525479,N99999999,N99999999,N23000001,534,N99999999,Craigavon
FK147HY,FK14 7HY,FK14 7HY,198001,,0,295711,697816,1,S00145609,S99999999,S99999999,S12000005,S13002879,S99999999,S92000003,S99999999,S14000076,S22000061,S30000003,S99999999,S01015118,S02002801,S34000739,S03000009,,5,8C1,56.161559,-3.680795,S99999999,S99999999,S23000009,5275,S99999999,Falkirk and Stirling
AB116LL,AB11 6LL,AB11 6LL,199606,,0,394071,805446,1,S00136636,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000061,S22000047,S30000026,S99999999,S01013572,S02002531,S34003078,S03000012,,1,2C1,57.139859,-2.099608,S99999999,S99999999,S23000009,6609,S99999999,Aberdeen
FK2 8PY,FK2  8PY,FK2 8PY,199912,,0,288942,682979,1,S00152381,S99999999,S99999999,S12000014,S13002939,S99999999,S92000003,S99999999,S14000064,S22000061,S30000009,S99999999,S01016214,S02003000,S34001241,S03000010,,2,6B4,56.026793,-3.783556,S99999999,S99999999,S23000009,4661,S99999999,Falkirk and Stirling
DL1 4EF,DL1  4EF,DL1 4EF,198001,,0,429983,514291,1,E00062047,E99999999,E99999999,E06000005,E05010412,E40000012,E92000001,E12000001,E14001190,E30000199,E06000005,E65000001,E01012304,E02002570,E33001729,E38000247,E63007428,UN1,4A2,54.523039,-1.538297,E37000034,,E23000008,303,E54000050,Darlington
EX2 9AW,EX2  9AW,EX2 9AW,198001,,0,291374,91369,1,E00101380,E10000008,E58000254,E07000041,E05011022,E40000006,E92000001,E12000009,E14001231,E30000206,E07000041,E65000001,E01020032,E02004158,E33048913,E38000230,E63013856,UN1,5A1,50.711761,-3.539907,E37000016,,E23000035,11492,E54000037,Exeter
CA101TA,CA10 1TA,CA10 1TA,198001,,0,362837,528443,1,E00179338,E99999999,E99999999,E06000064,E05014225,E40000012,E92000001,E12000002,E14001580,E30000106,E06000064,E65000001,E01019319,E02004013,E33007989,E38000215,E63007365,RSF1,1B1,54.649719,-2.57746,E37000007,,E23000002,19090,E54000050,Penrith
B45 9WE,B45  9WE,B45 9WE,200106,,0,399786,278140,1,E00175785,E11000005,E99999999,E08000025,E05011136,E40000011,E92000001,E12000005,E14001097,E30000169,E08000025,E65000001,E01009159,E02001956,E33020471,E38000258,E63010038,UN1,5A2,52.401287,-2.004563,E37000012,,E23000014,11740,E54000055,Birmingham
NG9 2EG,NG9  2EG,NG9 2EG,198001,,0,453383,337218,1,E00143051,E10000024,E58001170,E07000172,E05010516,E40000011,E92000001,E12000004,E14001140,E30000249,E07000172,E65000001,E01028073,E02005860,E33017675,E38000243,E63009161,UN1,7A1,52.929742,-1.207297,E37000045,,E23000019,15007,E54000060,Nottingham
S7  2ED,S7   2ED,S7 2ED,198001,,0,433256,384106,1,E00040755,E11000003,E99999999,E08000039,E05010867,E40000012,E92000001,E12000003,E14001468,E30000261,E08000019,E65000001,E01008043,E02001656,E33011323,E38000146,E63008489,UN1,5A2,53.352818,-1.501851,E37000054,,E23000011,28373,E54000061,Sheffield
NE4 7TE,NE4  7TE,NE4 7TE,198001,199912,0,422302,563688,3,E00042046,E11000007,E99999999,E08000021,E05011445,E40000012,E92000001,E12000001,E14001377,E30000245,E08000021,E65000001,E01008291,E02001734,E33001076,E38000212,E63007169,UN1,7A3,54.967328,-1.653196,E37000025,,E23000007,137,E54000050,Newcastle
NN3 9FA,NN3  9FA,NN3 9FA,200311,,0,481060,262102,1,E00138074,E99999999,E99999999,E06000062,E05015977,E40000011,E92000001,E12000004,E14001407,E30000247,E06000062,E65000001,E01027140,E02005660,E33017304,E38000262,E63010463,UN1,4A1,52.251148,-0.813999,E37000057,,E23000022,185,E54000059,Northampton
SK136XT,SK13 6XT,SK13 6XT,199712,,0,401904,393429,1,E00099969,E10000007,E58001883,E07000037,E05010645,E40000011,E92000001,E12000004,E14001287,E30000239,E07000037,E65000001,E01019756,E02004096,E33016077,E38000261,E63008436,UN1,6B2,53.437652,-1.972803,E37000045,,E23000018,32764,E54000058,Manchester
NW9 8DE,NW9  8DE,NW9 8DE,198001,,0,520646,187126,1,E00003010,E13000002,E99999999,E09000005,E05013513,E40000003,E92000001,E12000007,E14001122,E30000234,E09000005,E65000001,E01000625,E02000101,E33032628,E38000256,E63011958,UN1,3D1,51.570109,-0.260593,E37000051,,E23000001,12420,E54000071,London
CB4 3XH,CB4  3XH,CB4 3XH,199612,,0,544668,261152,1,E00092106,E10000003,E58000069,E07000012,E05011297,E40000013,E92000001,E12000006,E14001512,E30000186,E07000012,E65000001,E01033120,E02003780,E33026118,E38000260,E63010556,UN1,4A1,52.229583,0.116829,E37000059,,E23000023,15854,E54000065,Cambridge
NR293BY,NR29 3BY,NR29 3BY,198001,,0,640778,316273,1,E00135368,E10000020,E58001034,E07000145,E05005799,E40000013,E92000001,E12000006,E14001256,E30000210,E07000145,E65000001,E01026636,E02005539,E33027857,E38000239,E63999999,RSF1,1B2,52.690602,1.561464,E37000052,,E23000024,11845,E54000068,Great Yarmouth
WF7 7RF,WF7  7RF,WF7 7RF,200209,,0,444721,417413,1,E00059323,E11000006,E99999999,E08000036,E05001444,E40000012,E92000001,E12000003,E14001383,E30000283,E08000036,E65000001,E01011767,E02002471,E33012693,E38000190,E63008115,RSN1,6B2,53.651331,-1.324887,E37000062,,E23000010,24125,E54000054,Wakefield and Castleford
HU7 6DW,HU7  6DW,HU7 6DW,198001,,0,509598,433686,1,E00064720,E99999999,E99999999,E06000010,E05011545,E40000012,E92000001,E12000003,E14001314,E30000220,E06000010,E65000001,E01012830,E02002657,E33012743,E38000085,E63007930,UN1,6B3,53.787983,-0.337922,E37000061,,E23000012,12557,E54000051,Hull
SG6 2BE,SG6  2BE,SG6 2BE,200112,200209,1,523363,231347,5,E00120055,E10000015,E58000648,E07000099,E05015771,E40000013,E92000001,E12000006,E14001393,E30000272,E07000099,E65000001,E01023639,E02004917,E33027361,E38000049,E63011093,UN1,5A3,51.966927,-0.205719,E37000048,,E23000027,26890,E54000065,Stevenage and Welwyn Garden City
GU114GJ,GU11 4GJ,GU11 4GJ,202509,,0,487092,151653,1,E00167936,E10000014,E58000525,E07000092,E05009000,E40000005,E92000001,E12000008,E14001063,E30000212,E07000092,E65000001,E01023141,E02004809,E33039565,E38000266,E63012710,UN1,2A1,51.257397,-0.753298,E37000046,,E23000030,20157,E54000067,Guildford and Aldershot
TF2 8RQ,TF2  8RQ,TF2 8RQ,199208,,0,371535,314028,1,E00071539,E99999999,E99999999,E06000020,E05015225,E40000011,E92000001,E12000005,E14001543,E30000278,E06000020,E65000001,E01014170,E02002931,E33021507,E38000257,E63009565,UN1,6B2,52.72316,-2.422886,E37000036,,E23000016,28054,E54000011,Telford
PL144EL,PL14 4EL,PL14 4EL,198001,,0,224520,63317,1,E00094764,E99999999,E99999999,E06000052,E05013303,E40000006,E92000001,E12000009,E14001486,E30000232,E06000052,E65000001,E01018772,E02003896,E33048377,E38000089,E63014041,UN1,1B1,50.443383,-4.47281,E37000005,,E23000035,22783,E54000036,Liskeard
PL9 8EA,PL9  8EA,PL9 8EA,198001,,0,253527,52976,1,E00076413,E99999999,E99999999,E06000026,E05002091,E40000006,E92000001,E12000009,E14001495,E30000253,E06000026,E65000001,E01015131,E02003151,E33047977,E38000230,E63014082,UN1,6A3,50.358405,-4.060549,E37000016,,E23000035,31190,E54000037,Plymouth
CV2 5BW,CV2  5BW,CV2 5BW,198001,,0,437748,279702,1,E00049182,E11000005,E99999999,E08000026,E05001235,E40000011,E92000001,E12000005,E14001180,E30000195,E08000026,E65000001,E01009717,E02001976,E33020541,E38000251,E63010120,UN1,5A2,52.414039,-1.44644,E37000006,,E23000014,21484,E54000018,Coventry
SW2 1PP,SW2  1PP,SW2 1PP,199412,,0,531342,174790,1,E00015346,E13000001,E99999999,E09000022,E05014098,E40000003,E92000001,E12000007,E14001205,E30000234,E09000022,E65000001,E01003043,E02000635,E33035143,E38000244,E63012131,UN1,3D2,51.456861,-0.11094,E37000051,,E23000001,11557,E54000030,London
CV311NW,CV31 1NW,CV31 1NW,198001,,0,433235,265054,1,E00159789,E10000031,E58001580,E07000222,E05012625,E40000011,E92000001,E12000005,E14001566,E30000228,E07000222,E65000001,E01031333,E02006528,E33022802,E38000251,E63010375,UN1,4C2,52.282644,-1.51423,E37000006,,E23000017,15895,E54000018,Leamington Spa
PO198FB,PO19 8FB,PO19 8FB,200910,202202,0,485953,104417,1,E00160593,E10000032,E58001615,E07000225,E05011666,E40000005,E92000001,E12000008,E14001166,E30000191,E07000225,E65000001,E01031490,E02006570,E33039210,E38000265,E63013680,UN1,5B3,50.832905,-0.780813,E37000044,,E23000033,18367,E54000069,Chichester and Bognor Regis
NR348LZ,NR34 8LZ,NR34 8LZ,198001,,0,640212,285890,1,E00154484,E10000029,E58001406,E07000244,E05012736,E40000013,E92000001,E12000006,E14001569,E30000235,E07000244,E65000001,E01030286,E02006312,E33028733,E38000239,E63999999,RSF1,1A3,52.418233,1.531133,E37000052,,E23000025,14021,E54000068,Lowestoft
B77 1GN,B77  1GN,B77 1GN,200106,,0,421193,301600,1,E00152156,E10000028,E58001854,E07000199,E05007074,E40000011,E92000001,E12000005,E14001538,E30000169,E07000199,E65000001,E01029864,E02006225,E33022474,E38000153,E63009752,UN1,6A4,52.611784,-1.688444,E37000012,E37000032,E23000015,28117,E54000010,Birmingham
EC2A1JJ,EC2A 1JJ,EC2A 1JJ,198410,199012,1,532700,181800,8,E00000021,E13000001,E99999999,E09000001,E05009302,E40000003,E92000001,E12000007,E14001172,E30000234,E09000001,E65000001,E01000002,E02000001,E33032176,E38000255,E63012025,UN1,2D3,51.519541,-0.088773,E37000051,,E23000034,30379,E54000029,London
HU4 6NP,HU4  6NP,HU4 6NP,198001,,0,505772,427938,1,E00064866,E99999999,E99999999,E06000010,E05011537,E40000012,E92000001,E12000003,E14001315,E30000220,E06000010,E65000001,E01012860,E02002682,E33012849,E38000085,E63007930,UN1,8D3,53.737131,-0.397936,E37000061,,E23000012,9279,E54000051,Hull
LL538ES,LL53 8ES,LL53 8ES,198001,,0,221188,330835,1,W00000275,W99999999,W99999999,W06000002,W05001556,W99999999,W92000004,W99999999,W07000096,W22000030,W06000002,W31000001,W01001932,W02000023,W35000981,W11000023,W45999999,RSF1,1A3,52.845272,-4.656594,W99999999,W99999999,W15000001,952,W99999999,Pwllheli and Porthmadog
G3  7TZ,G3   7TZ,G3 7TZ,198001,,0,256921,666065,1,S00158836,S99999999,S99999999,S12000049,S13002976,S99999999,S92000003,S99999999,S14000085,S22000065,S30000052,S99999999,S01017436,S02003235,S34005039,S03000043,,1,2B1,55.866451,-4.287954,S99999999,S99999999,S23000009,5783,S99999999,Glasgow
BL9 7AJ,BL9  7AJ,BL9 7AJ,198001,,0,381192,411077,1,E00025103,E11000001,E99999999,E08000002,E05014153,E40000014,E92000001,E12000002,E14001144,E30000239,E08000002,E65000001,E01004958,E02001026,E33004836,E38000024,E63008197,UN1,7A2,53.59594,-2.285646,E37000015,,E23000005,1891,E54000057,Manchester
AL2 1LF,AL2  1LF,AL2 1LF,199109,,0,517949,204461,1,E00120371,E10000015,E58000649,E07000240,E05013957,E40000013,E92000001,E12000006,E14001507,E30000237,E07000240,E65000001,E01023706,E02004941,E33027474,E38000079,E63011616,RLN1,5A2,51.726476,-0.29365,E37000048,,E23000027,27603,E54000065,Luton
SY131QP,SY13 1QP,SY13 1QP,198001,,0,354525,341581,1,E00147131,E99999999,E99999999,E06000051,E05016079,E40000011,E92000001,E12000005,E14001398,E30000262,E06000051,E65000001,E01028891,E02006015,E33021774,E38000257,E63009097,RLF1,7A1,52.96966,-2.678572,E37000036,,E23000016,7723,E54000011,Shrewsbury
LU6 3RE,LU6  3RE,LU6 3RE,198001,,0,503839,217748,1,E00088770,E99999999,E99999999,E06000056,E05014400,E40000013,E92000001,E12000006,E14001346,E30000237,E06000056,E65000001,E01017586,E02003650,E33025776,E38000249,E63011366,RSN1,1B2,51.848689,-0.493887,E37000057,,E23000026,15924,E54000065,Luton
NE5 1WY,NE5  1WY,NE5 1WY,200302,200403,1,420190,565572,5,E00042338,E11000007,E99999999,E08000021,E05011460,E40000012,E92000001,E12000001,E14001377,E30000245,E08000021,E65000001,E01008344,E02001726,E33001022,E38000212,E63007169,UN1,8D2,54.984348,-1.686054,E37000025,,E23000007,5756,E54000050,Newcastle
HP189BD,HP18 9BD,HP18 9BD,199606,201507,0,470502,207997,1,E00089247,E99999999,E99999999,E06000060,E05015959,E40000005,E92000001,E12000008,E14001360,E30000250,E06000060,E65000001,E01017681,E02003674,E33037602,E38000223,E63999999,RSN1,1A2,51.766229,-0.979742,E37000043,,E23000029,27183,E54000070,Oxford
B62 8LG,B62  8LG,B62 8LG,198001,,0,397336,285876,1,E00049569,E11000005,E99999999,E08000027,E05015911,E40000011,E92000001,E12000005,E14001261,E30000202,E08000027,E65000001,E01009792,E02002025,E33020745,E38000259,E63010055,UN1,8D2,52.470828,-2.040639,E37000001,,E23000014,8257,E54000062,Dudley
WS124ZY,WS12 4ZY,WS12 4ZY,200302,200403,1,398177,310473,5,E00149627,E10000028,E58001808,E07000192,E05015745,E40000011,E92000001,E12000005,E14001150,E30000288,E07000192,E65000001,E01029367,E02006128,E33019063,E38000028,E63009591,UN1,6B4,52.691954,-2.028403,E37000012,E37000032,E23000015,14023,E54000010,Wolverhampton and Walsall
SP1 3FQ,SP1  3FQ,SP1 3FQ,199405,,0,415830,132179,1,E00163115,E99999999,E99999999,E06000054,E05013439,E40000006,E92000001,E12000009,E14001460,E30000258,E06000054,E65000001,E01031984,E02006666,E33050665,E38000231,E63013173,UF1,5A1,51.088704,-1.775346,E37000033,,E23000038,32233,E54000040,Salisbury
SA626EY,SA62 6EY,SA62 6EY,199201,,0,188928,219480,1,W00002967,W99999999,W99999999,W06000009,W05001437,W99999999,W92000004,W99999999,W07000100,W22000009,W06000009,W31000001,W01000556,W02000133,W35001494,W11000025,W45000939,RSF1,1A4,51.833956,-5.064957,W99999999,W99999999,W15000004,1258,W99999999,Haverfordwest and Milford Haven
HX7 5WP,HX7  5WP,HX7 5WP,200611,201001,1,399170,427141,1,E00055049,E11000006,E99999999,E08000033,E05001372,E40000012,E92000001,E12000003,E14001147,E30000029,E08000033,E65000001,E01010923,E02002247,E33009363,E38000025,E63007972,RLN1,7A2,53.740665,-2.014064,E37000062,,E23000010,12584,E54000054,Halifax
EH2 1DY,EH2  1DY,EH2 1DY,198001,,0,325198,674097,1,S00142772,S99999999,S99999999,S12000036,S13002929,S99999999,S92000003,S99999999,S14000079,S22000059,S30000008,S99999999,S01014902,S02002762,S34000262,S03000042,,1,2B1,55.954047,-3.199523,S99999999,S99999999,S23000009,6711,S99999999,Edinburgh
S80 4RZ,S80  4RZ,S80 4RZ,198001,,0,453123,376652,1,E00098750,E10000007,E58001879,E07000033,E05011999,E40000011,E92000001,E12000004,E14001109,E30000291,E07000033,E65000001,E01019524,E02004046,E33015831,E38000261,E63008643,RLN1,5B3,53.284208,-1.204657,E37000045,,E23000018,19206,E54000058,Worksop and Retford
CH1 9LQ,CH1  9LQ,CH1 9LQ,202104,202405,1,341000,367109,1,E00188811,E99999999,E99999999,E06000050,E05012211,E40000014,E92000001,E12000002,E14001163,K01000011,E06000050,E65000001,E01035373,E02003802,E33003432,E38000233,K08000011,UN1,2A3,53.197786,-2.884632,E37000003,,E23000006,7928,E54000008,Chester
G75 8DN,G75  8DN,G75 8DN,198001,,0,262397,653340,1,S00177574,S99999999,S99999999,S12000029,S13003101,S99999999,S92000003,S99999999,S14000077,S22000065,S30000025,S99999999,S01020352,S02003763,S34002858,S03000030,,2,7A2,55.753797,-4.194083,S99999999,S99999999,S23000009,3008,S99999999,Glasgow
WD187RT,WD18 7RT,WD18 7RT,200010,,0,510109,196260,1,E00121360,E10000015,E58000677,E07000103,E05011056,E40000013,E92000001,E12000006,E14001568,E30000237,E07000103,E65000001,E01023900,E02004977,E33027613,E38000079,E63011741,UN1,4B1,51.65436,-0.409699,E37000048,,E23000027,16316,E54000065,Luton
LE2 3ZP,LE2  3ZP,LE2 3ZP,199501,199606,1,460000,300600,8,E00165826,E99999999,E99999999,E06000016,E05010468,E40000011,E92000001,E12000004,E14001327,E30000230,E06000016,E65000001,E01032599,E02006817,E33017978,E38000097,E63009743,UN1,6B1,52.599905,-1.11556,E37000021,,E23000021,23068,E54000015,Leicester
TN169BS,TN16 9BS,TN16 9BS,200705,200906,1,541833,159209,1,E00003162,E13000002,E99999999,E09000006,E05013989,E40000003,E92000001,E12000007,E14001137,E30000234,E09000006,E65000001,E01000657,E02000165,E33032919,E38000244,E63012282,UN1,7A3,51.314322,0.033745,E37000051,,E23000001,21964,E54000030,London
DN3 3PF,DN3  3PF,DN3 3PF,198001,,0,464397,402151,1,E00038553,E11000003,E99999999,E08000017,E05010736,E40000012,E92000001,E12000003,E14001199,E30000201,E08000017,E65000001,E01007601,E02001564,E33010950,E38000044,E63008343,RLN1,6A3,53.512127,-1.03039,E37000054,,E23000011,26828,E54000061,Doncaster
WF8 3PH,WF8  3PH,WF8 3PH,198001,,0,445560,420694,1,E00059751,E11000006,E99999999,E08000036,E05001456,E40000012,E92000001,E12000003,E14001428,E30000283,E08000036,E65000001,E01011846,E02002460,E33012642,E38000190,E63008060,UN1,6B4,53.680747,-1.311715,E37000062,,E23000010,18228,E54000054,Wakefield and Castleford
S40 1EE,S40  1EE,S40 1EE,198001,,0,436840,371107,1,E00098903,E10000007,E58001919,E07000034,E05015170,E40000011,E92000001,E12000004,E14001165,E30000190,E07000034,E65000001,E01019555,E02004063,E33015899,E38000261,E63008717,UN1,8D3,53.235743,-1.449514,E37000045,,E23000018,11481,E54000058,Chesterfield
SE154PZ,SE15 4PZ,SE15 4PZ,198001,199405,1,533800,176100,8,E00020458,E13000001,E99999999,E09000028,E05011113,E40000003,E92000001,E12000007,E14001421,E30000234,E09000028,E65000001,E01004061,E02000831,E33036027,E38000244,E63012110,UN1,3D2,51.468058,-0.075087,E37000051,,E23000001,13156,E54000030,London
ZE1 0GE,ZE1  0GE,ZE1 0GE,199405,,0,446061,1140729,1,S00174801,S99999999,S99999999,S12000027,S13003153,S99999999,S92000003,S99999999,S14000051,S22000039,S30000041,S99999999,S01019726,S02003652,S34002522,S03000037,,4,1A4,60.148479,-1.172307,S99999999,S99999999,S23000009,4778,S99999999,Shetland Islands
KA197EP,KA19 7EP,KA19 7EP,198001,,0,230160,610150,1,S00175723,S99999999,S99999999,S12000028,S13003093,S99999999,S92000003,S99999999,S14000107,S22000051,S30000024,S99999999,S01019772,S02003661,S34002602,S03000003,,3,5A1,55.35592,-4.680613,S99999999,S99999999,S23000009,2135,S99999999,Ayr
BR2 6JB,BR2  6JB,BR2 6JB,198106,,0,541919,164551,1,E00003186,E13000002,E99999999,E09000006,E05013990,E40000003,E92000001,E12000007,E14001137,E30000234,E09000006,E65000001,E01000666,E02000159,E33032892,E38000244,E63012282,UN1,6A4,51.362305,0.037105,E37000051,,E23000001,29934,E54000030,London
TS198PU,TS19 8PU,TS19 8PU,198001,,0,441827,520671,1,E00061634,E99999999,E99999999,E06000004,E05014868,E40000012,E92000001,E12000001,E14001518,E30000093,E06000004,E65000001,E01032543,E02002543,E33001612,E38000247,E63007405,UN1,7C2,54.579535,-1.354423,E37000034,,E23000013,801,E54000050,Middlesbrough and Stockton
SG111NA,SG11 1NA,SG11 1NA,198001,,0,539712,222598,1,E00119398,E10000015,E58000672,E07000242,E05015361,E40000013,E92000001,E12000006,E14001393,E30000186,E07000242,E65000001,E01023507,E02004883,E33027201,E38000049,E63011259,RLN1,5A1,51.884451,0.028559,E37000048,,E23000027,28621,E54000065,Cambridge
BB3 0HH,BB3  0HH,BB3 0HH,198001,,0,369124,422487,1,E00063757,E99999999,E99999999,E06000008,E05011514,E40000014,E92000001,E12000002,E14001450,E30000170,E06000008,E65000001,E01012649,E02002630,E33003365,E38000014,E63008053,UN1,7A2,53.697917,-2.469116,E37000019,,E23000003,929,E54000048,Blackburn
BT126GH,BT12 6GH,BT12 6GH,198412,,0,332488,373247,1,N20001098,N99999999,N99999999,N09000003,N08000312,N99999999,N92000002,N99999999,N05000003,N12000002,N09000003,N99999999,N21000255,N99999999,N19000656,ZC010,N99999999,,8B1,54.590101,-5.951202,N99999999,N99999999,N23000001,102,N99999999,Belfast
BT133AX,BT13 3AX,BT13 3AX,198412,,0,331889,374805,1,N20001407,N99999999,N99999999,N09000003,N08000360,N99999999,N92000002,N99999999,N05000004,N12000002,N09000003,N99999999,N21000327,N99999999,N19000653,ZC010,N99999999,,7A1,54.604244,-5.959763,N99999999,N99999999,N23000001,28,N99999999,Belfast
SN2 7SN,SN2  7SN,SN2 7SN,200006,,0,416293,188617,1,E00078666,E99999999,E99999999,E06000030,E05010757,E40000006,E92000001,E12000009,E14001536,E30000276,E06000030,E65000001,E01015556,E02003216,E33048269,E38000231,E63011948,UN1,8A1,51.596167,-1.766168,E37000033,,E23000038,24045,E54000040,Swindon
KY169ND,KY16 9ND,KY16 9ND,198001,,0,349145,716057,1,S00153756,S99999999,S99999999,S12000047,S13002962,S99999999,S92000003,S99999999,S14000100,S22000078,S30000042,S99999999,S01016855,S02003132,S34001536,S03000007,,2,6A4,56.334129,-2.824101,S99999999,S99999999,S23000009,6750,S99999999,St Andrews and Cupar
OX9 5LB,OX9  5LB,OX9 5LB,198001,200007,0,467364,193423,1,E00146065,E10000025,E58002102,E07000179,E05009751,E40000005,E92000001,E12000008,E14001280,E30000250,E07000179,E65000001,E01028679,E02005965,E33043818,E38000136,E63999999,RSN1,1B2,51.635594,-1.028018,E37000053,,E23000029,18227,E54000070,Oxford
OX8 6RE,OX8  6RE,OX8 6RE,198001,200101,0,438581,212500,1,E00146687,E10000025,E58002079,E07000181,E05006644,E40000005,E92000001,E12000008,E14001090,E30000250,E07000181,E65000001,E01028799,E02005997,E33043978,E38000136,E63011462,RLF1,6B4,51.809816,-1.441779,E37000053,,E23000029,29206,E54000070,Oxford
